user_id,product_id_candidato,score
AE225JSR3YVYTIDQSVM4P5OIPOCQ,B00FB50S0Q,0.9317489652434812
AE225JSR3YVYTIDQSVM4P5OIPOCQ,B00L0YLRUW,0.8959892598645921
AE225JSR3YVYTIDQSVM4P5OIPOCQ,B00OBRE5UE,0.8679375824589515
AE225JSR3YVYTIDQSVM4P5OIPOCQ,B07G5ZG3Q4,0.7962741664198745
AE225JSR3YVYTIDQSVM4P5OIPOCQ,B0BLHNNSGG,0.7174612803347082
AE22LPCN47WUTHSG67R6SKN4A4MQ,B0C68XNGG1,0.7428102304755332
AE22LPCN47WUTHSG67R6SKN4A4MQ,B07W5WFNY3,0.6687626907961148
AE22LPCN47WUTHSG67R6SKN4A4MQ,B0BS9VBHP7,0.6497912061165693
AE22LPCN47WUTHSG67R6SKN4A4MQ,B000CRFOMK,0.6345706219668642
AE22LPCN47WUTHSG67R6SKN4A4MQ,B07G7VT8KQ,0.6326160401083732
AE23IB5TIHEXKMKX7K47P5GUKABA,B07P9V8GSH,0.9553899458490409
AE23IB5TIHEXKMKX7K47P5GUKABA,B07KTYJ769,0.9247402965544499
AE23IB5TIHEXKMKX7K47P5GUKABA,B00HEEOQBO,0.9056876948217224
AE23IB5TIHEXKMKX7K47P5GUKABA,B0BNNRQK1J,0.719093997751105
AE23IB5TIHEXKMKX7K47P5GUKABA,B09ZMLX5DB,0.6769361790767902
AE23LGVYIHAECX2U5FKT4XS6DTBA,B0C8633DBV,0.888145221094784
AE23LGVYIHAECX2U5FKT4XS6DTBA,B07GVWH35S,0.7616276858825994
AE23LGVYIHAECX2U5FKT4XS6DTBA,B08F6GPRH6,0.7120926742850564
AE23LGVYIHAECX2U5FKT4XS6DTBA,B09D5D6PXR,0.7060452103967437
AE23LGVYIHAECX2U5FKT4XS6DTBA,B00LX4RJXS,0.6439205809318244
AE23WLBRYKEC67DM43M6E2MF7GPQ,B0BS2ZMHCL,0.9203425192460915
AE23WLBRYKEC67DM43M6E2MF7GPQ,B002VPE1WK,0.836921375990579
AE23WLBRYKEC67DM43M6E2MF7GPQ,B002HWRJBM,0.8256022185046358
AE23WLBRYKEC67DM43M6E2MF7GPQ,B08F98WSWH,0.7958883273167554
AE23WLBRYKEC67DM43M6E2MF7GPQ,B006ZT4VA0,0.7564913951206387
AE24JEL36ABESOSAJHWMKFGNJUOA,B076B6HGNQ,0.7550145467094093
AE24JEL36ABESOSAJHWMKFGNJUOA,B00E1CRC86,0.7368583423656077
AE24JEL36ABESOSAJHWMKFGNJUOA,B0B5FV2J3S,0.7148089868899886
AE24JEL36ABESOSAJHWMKFGNJUOA,B083JFTZMN,0.7111775422923402
AE24JEL36ABESOSAJHWMKFGNJUOA,B0BRT3SCLX,0.7049356980881234
AE24MJNUNU6742TQKIEUDUYFI2VA,B07KTYJ769,0.9135431585897382
AE24MJNUNU6742TQKIEUDUYFI2VA,B0BQ5JTZ89,0.7924581933513227
AE24MJNUNU6742TQKIEUDUYFI2VA,B08TFRX9LM,0.6760085653372674
AE24MJNUNU6742TQKIEUDUYFI2VA,B0C2PVFRWV,0.6380618269244174
AE24MJNUNU6742TQKIEUDUYFI2VA,B002CQU14A,0.6296597368252336
AE25GLEND5ZFPDAQGUQYLMOZO6OQ,B00EHFJGW2,0.8933245970835735
AE25GLEND5ZFPDAQGUQYLMOZO6OQ,B01N78T39B,0.7254290570228653
AE25GLEND5ZFPDAQGUQYLMOZO6OQ,B0BSXBNR8V,0.6977853251658337
AE25GLEND5ZFPDAQGUQYLMOZO6OQ,B0BS9VBHP7,0.694359727991289
AE25GLEND5ZFPDAQGUQYLMOZO6OQ,B09SBP9P92,0.647907144045908
AE25GU3LWQGZJN4NNT5GWAGBN2KA,B00BWF5U0M,0.94083872360419
AE25GU3LWQGZJN4NNT5GWAGBN2KA,B00AJHDZSI,0.8729785243062301
AE25GU3LWQGZJN4NNT5GWAGBN2KA,B002HWRJBM,0.8152405653590717
AE25GU3LWQGZJN4NNT5GWAGBN2KA,B07KFQFDNB,0.7550526350940853
AE25GU3LWQGZJN4NNT5GWAGBN2KA,B0BD99CPHB,0.7142671991051239
AE26QWXI2OZ4KCJPKNB6YZTNBR5Q,B09V1FT19S,0.922994043570096
AE26QWXI2OZ4KCJPKNB6YZTNBR5Q,B0B6D4W3R7,0.8800890870664128
AE26QWXI2OZ4KCJPKNB6YZTNBR5Q,B06XX29S9Q,0.8784141501444799
AE26QWXI2OZ4KCJPKNB6YZTNBR5Q,B00E98O7GC,0.8284651338925404
AE26QWXI2OZ4KCJPKNB6YZTNBR5Q,B0B2Y5WYRG,0.8229782957767124
AE26TPOLUDY4TA7KGV2ZXCQJTLPA,B07S764D9V,0.9707666280875855
AE26TPOLUDY4TA7KGV2ZXCQJTLPA,B00U3FPN4U,0.8990563327161902
AE26TPOLUDY4TA7KGV2ZXCQJTLPA,B0067HY7HW,0.8962008981627207
